Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Airbag (product.metafields.custom.airbag),Automatic Extendable Footrest (product.metafields.custom.automatic_extendable_footrest),Auto Program (product.metafields.custom.auto_program),Bluetooth Speaker (product.metafields.custom.bluetooth_speaker),Calf Roller (product.metafields.custom.calf_roller),Foot Roller (product.metafields.custom.foot_roller),Heating (product.metafields.custom.heating),id (product.metafields.custom.id),Massage Mechanism (product.metafields.custom.massage_mechanism),Number of Massage Styles (product.metafields.custom.number_of_massage_styles),Side Controller (product.metafields.custom.side_controller),Space Saving Technology (product.metafields.custom.space_saving_technology),Track Type (product.metafields.custom.track_type),Zero Gravity (product.metafields.custom.zero_gravity),LDT: Compare Attribute Set Code (product.metafields.ldt.compare_attribute_set),LDT: Compare Products (product.metafields.ldt.compare_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Massage technique (product.metafields.shopify.massage-technique),Power source (product.metafields.shopify.power-source),Reclining function (product.metafields.shopify.reclining-function),Upholstery material (product.metafields.shopify.upholstery-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
osaki-os-3d-hamilton-le,,,,,,,,Color,Brown,,Delivery,White Glove Delivery - $275,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,osaki-os-3d-hamilton-le-11,,,,,3123.95,6123.95,true,true,,,,,00810081882118,,,,,,,,,,,,,,,,,,32,Auto,21,-,-,4 spinning reflexology massage rollers,Lumbar,hamilton-le,3D,6,YES,YES,SL,3 Stages of Zero Gravity,,,false,1,,,,,,,lb,,,
osaki-os-3d-hamilton-le,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,1 Year (Part/Labor) 2&3 Year (Parts Only) - Free,,osaki-os-3d-hamilton-le-12,,,,,2499.00,5499.00,true,true,,,,,00810081882101,,,,,,,,,,,,,,,,,,32,Auto,21,-,-,4 spinning reflexology massage rollers,Lumbar,hamilton-le,3D,6,YES,YES,SL,3 Stages of Zero Gravity,,,false,1,,,,,,,lb,,,
osaki-os-3d-hamilton-le,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,1 Year Extended (Parts/Labor) - $249.95,,osaki-os-3d-hamilton-le-13,,,,,2748.95,5748.95,true,true,,,,,00810081882101,,,,,,,,,,,,,,,,,,32,Auto,21,-,-,4 spinning reflexology massage rollers,Lumbar,hamilton-le,3D,6,YES,YES,SL,3 Stages of Zero Gravity,,,false,1,,,,,,,lb,,,
osaki-os-3d-hamilton-le,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,osaki-os-3d-hamilton-le-14,,,,,2848.95,5848.95,true,true,,,,,00810081882101,,,,,,,,,,,,,,,,,,32,Auto,21,-,-,4 spinning reflexology massage rollers,Lumbar,hamilton-le,3D,6,YES,YES,SL,3 Stages of Zero Gravity,,,false,1,,,,,,,lb,,,
osaki-os-3d-hamilton-le,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery - $275,,Warranty,1 Year (Part/Labor) 2&3 Year (Parts Only) - Free,,osaki-os-3d-hamilton-le-15,,,,,2774.00,5774.00,true,true,,,,,00810081882101,,,,,,,,,,,,,,,,,,32,Auto,21,-,-,4 spinning reflexology massage rollers,Lumbar,hamilton-le,3D,6,YES,YES,SL,3 Stages of Zero Gravity,,,false,1,,,,,,,lb,,,
osaki-os-3d-hamilton-le,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery - $275,,Warranty,1 Year Extended (Parts/Labor) - $249.95,,osaki-os-3d-hamilton-le-16,,,,,3023.95,6023.95,true,true,,,,,00810081882101,,,,,,,,,,,,,,,,,,32,Auto,21,-,-,4 spinning reflexology massage rollers,Lumbar,hamilton-le,3D,6,YES,YES,SL,3 Stages of Zero Gravity,,,false,1,,,,,,,lb,,,
osaki-os-3d-hamilton-le,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery - $275,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,osaki-os-3d-hamilton-le-17,,,,,3123.95,6123.95,true,true,,,,,00810081882101,,,,,,,,,,,,,,,,,,32,Auto,21,-,-,4 spinning reflexology massage rollers,Lumbar,hamilton-le,3D,6,YES,YES,SL,3 Stages of Zero Gravity,,,false,1,,,,,,,lb,,,
amamedic-q7,AmaMedic Q7,"<ul>
  <li>
   <strong>
    8 Fixed Massage Rollers
   </strong>
  </li>
  <li>
   2 Stage Zero Gravity
  </li>
  <li>
   6 Auto Programs
  </li>
  <li>
   <strong>
    Convenient Shortcut Panel
   </strong>
  </li>
  <li>
   Surround Sound Bluetooth Speakers
  </li>
  <li>
   Full Body Compression Massage
  </li>
  <li>
   <strong>
    Lumbar Heat Therapy
   </strong>
  </li>
  <li>
   Foot Roller Massage
  </li>
  <li>
   <strong>
    Extendable Footrest
   </strong>
  </li>
 </ul>
<!-- more -->
<script>
  const externalURL =
    ""https://ota-shawn.github.io/Products/Amamedic/Q7.html"";
</script>
<link rel=""stylesheet"" href=""https://ota-shawn.github.io/productGlobalCss/style.css"">
<div id=""externalURL""></div>
<script src=""https://code.jquery.com/jquery-3.7.0.min.js"" integrity=""sha256-2Pmvv0kuTBOenSvLm6bvfBSSHrUJ+3A7x6P5Ebd07/g="" crossorigin=""anonymous""></script>
<script>
  $(""#externalURL"").load(externalURL, () => {
    $(""#externalURL"").contents().unwrap();
  });
</script>",AmaMedic,Health & Beauty > Personal Care > Massage & Relaxation > Massage Chairs,Massage Chair,"2D, AmaMedic, Massage Chair",true,Color,Black,,Delivery,Curbside Delivery - Free,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,amamedic-q7-0,,,,,999.00,1599.00,true,true,,,,,00812512038699,,,,false,,,,,,,,,,,,,,22,Manual,6,YES,-,1 spinning reflexology massage roller,Lumbar,q7,2D,-,YES,-,None,2 Stages of Zero Gravity,,,false,,,,,,,,lb,,,active
amamedic-q7,,,,,,,,Color,Black,,Delivery,Curbside Delivery - Free,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,amamedic-q7-1,,,,,1248.95,1848.95,true,true,,,,,00812512038699,,,,,,,,,,,,,,,,,,22,Manual,6,YES,-,1 spinning reflexology massage roller,Lumbar,q7,2D,-,YES,-,None,2 Stages of Zero Gravity,,,false,,,,,,,,lb,,,
amamedic-q7,,,,,,,,Color,Black,,Delivery,Curbside Delivery - Free,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,amamedic-q7-2,,,,,1348.95,1948.95,true,true,,,,,00812512038699,,,,,,,,,,,,,,,,,,22,Manual,6,YES,-,1 spinning reflexology massage roller,Lumbar,q7,2D,-,YES,-,None,2 Stages of Zero Gravity,,,false,,,,,,,,lb,,,
amamedic-q7,,,,,,,,Color,Black,,Delivery,White Glove Delivery - $275,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,amamedic-q7-3,,,,,1274.00,1874.00,true,true,,,,,00812512038699,,,,,,,,,,,,,,,,,,22,Manual,6,YES,-,1 spinning reflexology massage roller,Lumbar,q7,2D,-,YES,-,None,2 Stages of Zero Gravity,,,false,,,,,,,,lb,,,
amamedic-q7,,,,,,,,Color,Black,,Delivery,White Glove Delivery - $275,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,amamedic-q7-4,,,,,1523.95,2123.95,true,true,,,,,00812512038699,,,,,,,,,,,,,,,,,,22,Manual,6,YES,-,1 spinning reflexology massage roller,Lumbar,q7,2D,-,YES,-,None,2 Stages of Zero Gravity,,,false,,,,,,,,lb,,,
amamedic-q7,,,,,,,,Color,Black,,Delivery,White Glove Delivery - $275,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,amamedic-q7-5,,,,,1623.95,2223.95,true,true,,,,,00812512038699,,,,,,,,,,,,,,,,,,22,Manual,6,YES,-,1 spinning reflexology massage roller,Lumbar,q7,2D,-,YES,-,None,2 Stages of Zero Gravity,,,false,,,,,,,,lb,,,
amamedic-q7,,,,,,,,Color,Brown,,Delivery,Curbside Delivery - Free,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,amamedic-q7-6,,,,,999.00,1599.00,true,true,,,,,00812512038705,,,,,,,,,,,,,,,,,,22,Manual,6,YES,-,1 spinning reflexology massage roller,Lumbar,q7,2D,-,YES,-,None,2 Stages of Zero Gravity,,,false,,,,,,,,lb,,,
amamedic-q7,,,,,,,,Color,Brown,,Delivery,Curbside Delivery - Free,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,amamedic-q7-7,,,,,1248.95,1848.95,true,true,,,,,00812512038705,,,,,,,,,,,,,,,,,,22,Manual,6,YES,-,1 spinning reflexology massage roller,Lumbar,q7,2D,-,YES,-,None,2 Stages of Zero Gravity,,,false,,,,,,,,lb,,,
amamedic-q7,,,,,,,,Color,Brown,,Delivery,Curbside Delivery - Free,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,amamedic-q7-8,,,,,1348.95,1948.95,true,true,,,,,00812512038705,,,,,,,,,,,,,,,,,,22,Manual,6,YES,-,1 spinning reflexology massage roller,Lumbar,q7,2D,-,YES,-,None,2 Stages of Zero Gravity,,,false,,,,,,,,lb,,,
amamedic-q7,,,,,,,,Color,Brown,,Delivery,White Glove Delivery - $275,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,amamedic-q7-9,,,,,1274.00,1874.00,true,true,,,,,00812512038705,,,,,,,,,,,,,,,,,,22,Manual,6,YES,-,1 spinning reflexology massage roller,Lumbar,q7,2D,-,YES,-,None,2 Stages of Zero Gravity,,,false,,,,,,,,lb,,,
amamedic-q7,,,,,,,,Color,Brown,,Delivery,White Glove Delivery - $275,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,amamedic-q7-10,,,,,1523.95,2123.95,true,true,,,,,00812512038705,,,,,,,,,,,,,,,,,,22,Manual,6,YES,-,1 spinning reflexology massage roller,Lumbar,q7,2D,-,YES,-,None,2 Stages of Zero Gravity,,,false,,,,,,,,lb,,,
amamedic-q7,,,,,,,,Color,Brown,,Delivery,White Glove Delivery - $275,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,amamedic-q7-11,,,,,1623.95,2223.95,true,true,,,,,00812512038705,,,,,,,,,,,,,,,,,,22,Manual,6,YES,-,1 spinning reflexology massage roller,Lumbar,q7,2D,-,YES,-,None,2 Stages of Zero Gravity,,,false,,,,,,,,lb,,,
amamedic-q7,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,amamedic-q7-12,,,,,999.00,1599.00,true,true,,,,,00812512038712,,,,,,,,,,,,,,,,,,22,Manual,6,YES,-,1 spinning reflexology massage roller,Lumbar,q7,2D,-,YES,-,None,2 Stages of Zero Gravity,,,false,,,,,,,,lb,,,
amamedic-q7,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,amamedic-q7-13,,,,,1248.95,1848.95,true,true,,,,,00812512038712,,,,,,,,,,,,,,,,,,22,Manual,6,YES,-,1 spinning reflexology massage roller,Lumbar,q7,2D,-,YES,-,None,2 Stages of Zero Gravity,,,false,,,,,,,,lb,,,
amamedic-q7,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,amamedic-q7-14,,,,,1348.95,1948.95,true,true,,,,,00812512038712,,,,,,,,,,,,,,,,,,22,Manual,6,YES,-,1 spinning reflexology massage roller,Lumbar,q7,2D,-,YES,-,None,2 Stages of Zero Gravity,,,false,,,,,,,,lb,,,
amamedic-q7,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery - $275,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,amamedic-q7-15,,,,,1274.00,1874.00,true,true,,,,,00812512038712,,,,,,,,,,,,,,,,,,22,Manual,6,YES,-,1 spinning reflexology massage roller,Lumbar,q7,2D,-,YES,-,None,2 Stages of Zero Gravity,,,false,,,,,,,,lb,,,
amamedic-q7,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery - $275,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,amamedic-q7-16,,,,,1523.95,2123.95,true,true,,,,,00812512038712,,,,,,,,,,,,,,,,,,22,Manual,6,YES,-,1 spinning reflexology massage roller,Lumbar,q7,2D,-,YES,-,None,2 Stages of Zero Gravity,,,false,,,,,,,,lb,,,
amamedic-q7,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery - $275,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,amamedic-q7-17,,,,,1623.95,2223.95,true,true,,,,,00812512038712,,,,,,,,,,,,,,,,,,22,Manual,6,YES,-,1 spinning reflexology massage roller,Lumbar,q7,2D,-,YES,-,None,2 Stages of Zero Gravity,,,false,,,,,,,,lb,,,
osaki-os-1029-lux-ergo-office-chair-mesh,Osaki OS-1029 Lux-Ergo Office Chair (Mesh),"<ul class=""feature-section""> <li>
   <strong>
    One-Touch Height &amp; Tilt System
   </strong>
  </li>
  <li>
   <strong>
    Backrest Tilt System
   </strong>
  </li>
  <li>
   <strong>
    Seat Tilt System
   </strong>
  </li>
  <li>
   <strong>
    Seat Height Adjustment
   </strong>
  </li>
  <li>
   Adjustable Armrest Height
  </li>
  <li>
   High Quality Mesh Seat &amp; Backrest
  </li>
  <li>
   360 Degrees Swivel
  </li>
  <li>
   The NyLon Casters
  </li>
 </ul>

<!-- more -->
<script>
  const externalURL =
    ""https://ota-shawn.github.io/Products/Osaki/Osaki%20OS-1029%20Lux-Ergo%20Office%20Chair%20(Mesh).html"";
</script>
<link rel=""stylesheet"" href=""https://ota-shawn.github.io/productGlobalCss/style.css"">
<div id=""externalURL""></div>
<script src=""https://code.jquery.com/jquery-3.7.0.min.js"" integrity=""sha256-2Pmvv0kuTBOenSvLm6bvfBSSHrUJ+3A7x6P5Ebd07/g="" crossorigin=""anonymous""></script>
<script>
  $(""#externalURL"").load(externalURL, () => {
    $(""#externalURL"").contents().unwrap();
  });
</script>",Osaki,Furniture > Office Furniture > Office Chairs,Ergonomic Seating,"Office, Office Chair, Osaki",true,Title,Default Title,,,,,,,,osaki-os-1029-lux-ergo-office-chair-mesh-0,,,,,479.00,,true,true,,,,,00810081881340,,,,false,,,,,,,,,,,,,,,,,,,,,osaki-os-1029-lux-ergo-office-chair-mesh,,,,,,,,,,,,,,,,,lb,,,active
osaki-os-1028b-lux-ergo-office-chair-mesh,Osaki OS-1028B Lux-Ergo Office Chair (Mesh),"<ul class=""feature-section""> <li>
   <strong>
    360 Degree Rotation
   </strong>
  </li>
  <li>
   Tri-Control Levers
  </li>
  <li>
   High Weight Capacity
  </li>
  <li>
   <strong>
    Indepemdent Backrest Recling
   </strong>
  </li>
  <li>
   Variable Seat Tilt
  </li>
  <li>
   Extendable/Retractable Backrest
  </li>
  <li>
   <strong>
    Contoured Cushioning
   </strong>
  </li>
  <li>
   Larger Backrest Size
  </li>
  <li>
   <strong>
    Hydraulic Height Control
   </strong>
  </li>
  <li>
   Adjustable Armrests
  </li>
 </ul>

<!-- more -->
<script>
  const externalURL =
    ""https://ota-shawn.github.io/Products/Osaki/Osaki%20OS-1028B%20Lux-Ergo%20Office%20Chair%20(Mesh).html"";
</script>
<link rel=""stylesheet"" href=""https://ota-shawn.github.io/productGlobalCss/style.css"">
<div id=""externalURL""></div>
<script src=""https://code.jquery.com/jquery-3.7.0.min.js"" integrity=""sha256-2Pmvv0kuTBOenSvLm6bvfBSSHrUJ+3A7x6P5Ebd07/g="" crossorigin=""anonymous""></script>
<script>
  $(""#externalURL"").load(externalURL, () => {
    $(""#externalURL"").contents().unwrap();
  });
</script>",Osaki,Furniture > Office Furniture > Office Chairs,Ergonomic Seating,"Office, Office Chair, Osaki",true,Title,Default Title,,,,,,,,osaki-os-1028b-lux-ergo-office-chair-mesh-0,,,,,499.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,osaki-os-1028b-lux-ergo-office-chair-mesh,,,,,,,,,,,,,,,,,lb,,,active
osaki-3d-dreamer-v2,Osaki 3D Dreamer V2,"<ul class=""feature-section"">
  <li>
   <strong>
    3D Massage Mechanism
   </strong>
  </li>
  <li>
   <strong>
    SL-Track
   </strong>
  </li>
  <li>
   2 Stage Zero Gravity
  </li>
  <li>
   Space Saving Technology
  </li>
  <li>
   <strong>
    72 Air Cell Full Body Compression
   </strong>
  </li>
  <li>
   Heat Therapy
  </li>
  <li>
   11 Auto Programs
  </li>
  <li>
   5 Massage Styles
  </li>
  <li>
   Extendable Footrest
  </li>
  <li>
   Convenient Shortcut Panel
  </li>
  <li>
   Surround Sound Bluetooth Speakers
  </li>
  <li>
   Intuitive Remote Control
  </li>
 </ul>

<!-- more -->
<script>
  const externalURL =
    ""https://ota-shawn.github.io/Products/Osaki/Osaki%203D%20Dreamer%20V2.html"";
</script>
<link rel=""stylesheet"" href=""https://ota-shawn.github.io/productGlobalCss/style.css"">
<div id=""externalURL""></div>
<script src=""https://code.jquery.com/jquery-3.7.0.min.js"" integrity=""sha256-2Pmvv0kuTBOenSvLm6bvfBSSHrUJ+3A7x6P5Ebd07/g="" crossorigin=""anonymous""></script>
<script>
  $(""#externalURL"").load(externalURL, () => {
    $(""#externalURL"").contents().unwrap();
  });
</script>",Osaki,Health & Beauty > Personal Care > Massage & Relaxation > Massage Chairs,Massage Chair,"3D, Massage Chair, Osaki",true,Color,Black,,Delivery,Curbside Delivery - Free,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,osaki-3d-dreamer-v2-0,,,,,2499.00,5999.00,true,true,,,,,00810081882422,,,,false,,,,,,,,,,,,,,72,Auto,11,YES,-,2 spinning reflexology massage rollers,"Hip, Feet",dreamer-v2,3D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,21,,,,,,,lb,,,active
osaki-3d-dreamer-v2,,,,,,,,Color,Black,,Delivery,Curbside Delivery - Free,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,osaki-3d-dreamer-v2-1,,,,,2748.95,6248.95,true,true,,,,,00810081882422,,,,,,,,,,,,,,,,,,72,Auto,11,YES,-,2 spinning reflexology massage rollers,"Hip, Feet",dreamer-v2,3D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,21,,,,,,,lb,,,
osaki-3d-dreamer-v2,,,,,,,,Color,Black,,Delivery,Curbside Delivery - Free,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,osaki-3d-dreamer-v2-2,,,,,2848.95,6348.95,true,true,,,,,00810081882422,,,,,,,,,,,,,,,,,,72,Auto,11,YES,-,2 spinning reflexology massage rollers,"Hip, Feet",dreamer-v2,3D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,21,,,,,,,lb,,,
osaki-3d-dreamer-v2,,,,,,,,Color,Black,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,osaki-3d-dreamer-v2-3,,,,,2774.00,6274.00,true,true,,,,,00810081882422,,,,,,,,,,,,,,,,,,72,Auto,11,YES,-,2 spinning reflexology massage rollers,"Hip, Feet",dreamer-v2,3D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,21,,,,,,,lb,,,
osaki-3d-dreamer-v2,,,,,,,,Color,Black,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,osaki-3d-dreamer-v2-4,,,,,3023.95,6523.95,true,true,,,,,00810081882422,,,,,,,,,,,,,,,,,,72,Auto,11,YES,-,2 spinning reflexology massage rollers,"Hip, Feet",dreamer-v2,3D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,21,,,,,,,lb,,,
osaki-3d-dreamer-v2,,,,,,,,Color,Black,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,osaki-3d-dreamer-v2-5,,,,,3123.95,6623.95,true,true,,,,,00810081882422,,,,,,,,,,,,,,,,,,72,Auto,11,YES,-,2 spinning reflexology massage rollers,"Hip, Feet",dreamer-v2,3D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,21,,,,,,,lb,,,
osaki-3d-dreamer-v2,,,,,,,,Color,Brown,,Delivery,Curbside Delivery - Free,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,osaki-3d-dreamer-v2-6,,,,,2499.00,5999.00,true,true,,,,,00810081882415,,,,,,,,,,,,,,,,,,72,Auto,11,YES,-,2 spinning reflexology massage rollers,"Hip, Feet",dreamer-v2,3D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,21,,,,,,,lb,,,
osaki-3d-dreamer-v2,,,,,,,,Color,Brown,,Delivery,Curbside Delivery - Free,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,osaki-3d-dreamer-v2-7,,,,,2748.95,6248.95,true,true,,,,,00810081882415,,,,,,,,,,,,,,,,,,72,Auto,11,YES,-,2 spinning reflexology massage rollers,"Hip, Feet",dreamer-v2,3D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,21,,,,,,,lb,,,
osaki-3d-dreamer-v2,,,,,,,,Color,Brown,,Delivery,Curbside Delivery - Free,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,osaki-3d-dreamer-v2-8,,,,,2848.95,6348.95,true,true,,,,,00810081882415,,,,,,,,,,,,,,,,,,72,Auto,11,YES,-,2 spinning reflexology massage rollers,"Hip, Feet",dreamer-v2,3D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,21,,,,,,,lb,,,
osaki-3d-dreamer-v2,,,,,,,,Color,Brown,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,osaki-3d-dreamer-v2-9,,,,,2774.00,6274.00,true,true,,,,,00810081882415,,,,,,,,,,,,,,,,,,72,Auto,11,YES,-,2 spinning reflexology massage rollers,"Hip, Feet",dreamer-v2,3D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,21,,,,,,,lb,,,
osaki-3d-dreamer-v2,,,,,,,,Color,Brown,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,osaki-3d-dreamer-v2-10,,,,,3023.95,6523.95,true,true,,,,,00810081882415,,,,,,,,,,,,,,,,,,72,Auto,11,YES,-,2 spinning reflexology massage rollers,"Hip, Feet",dreamer-v2,3D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,21,,,,,,,lb,,,
osaki-3d-dreamer-v2,,,,,,,,Color,Brown,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,osaki-3d-dreamer-v2-11,,,,,3123.95,6623.95,true,true,,,,,00810081882415,,,,,,,,,,,,,,,,,,72,Auto,11,YES,-,2 spinning reflexology massage rollers,"Hip, Feet",dreamer-v2,3D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,21,,,,,,,lb,,,
osaki-3d-dreamer-v2,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,osaki-3d-dreamer-v2-12,,,,,2499.00,5999.00,true,true,,,,,00810081882408,,,,,,,,,,,,,,,,,,72,Auto,11,YES,-,2 spinning reflexology massage rollers,"Hip, Feet",dreamer-v2,3D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,21,,,,,,,lb,,,
osaki-3d-dreamer-v2,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,osaki-3d-dreamer-v2-13,,,,,2748.95,6248.95,true,true,,,,,00810081882408,,,,,,,,,,,,,,,,,,72,Auto,11,YES,-,2 spinning reflexology massage rollers,"Hip, Feet",dreamer-v2,3D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,21,,,,,,,lb,,,
osaki-3d-dreamer-v2,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,osaki-3d-dreamer-v2-14,,,,,2848.95,6348.95,true,true,,,,,00810081882408,,,,,,,,,,,,,,,,,,72,Auto,11,YES,-,2 spinning reflexology massage rollers,"Hip, Feet",dreamer-v2,3D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,21,,,,,,,lb,,,
osaki-3d-dreamer-v2,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,osaki-3d-dreamer-v2-15,,,,,2774.00,6274.00,true,true,,,,,00810081882408,,,,,,,,,,,,,,,,,,72,Auto,11,YES,-,2 spinning reflexology massage rollers,"Hip, Feet",dreamer-v2,3D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,21,,,,,,,lb,,,
osaki-3d-dreamer-v2,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,osaki-3d-dreamer-v2-16,,,,,3023.95,6523.95,true,true,,,,,00810081882408,,,,,,,,,,,,,,,,,,72,Auto,11,YES,-,2 spinning reflexology massage rollers,"Hip, Feet",dreamer-v2,3D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,21,,,,,,,lb,,,
osaki-3d-dreamer-v2,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,osaki-3d-dreamer-v2-17,,,,,3123.95,6623.95,true,true,,,,,00810081882408,,,,,,,,,,,,,,,,,,72,Auto,11,YES,-,2 spinning reflexology massage rollers,"Hip, Feet",dreamer-v2,3D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,21,,,,,,,lb,,,
